2017-03-22,kuba,8:14,19:22,130
2017-03-22,basia,16:48,21:36,100
2017-03-23,kuba,15:08,17:19,130
2017-03-23,slodki,17:50,21:16,130
2017-03-23,basia,8:02,22:05,50
2017-03-24,slodki,8:38,13:01,174
2017-03-24,kuba,13:05,15:14,130
2017-03-24,basia,17:01,22:32,34
2017-03-25,basia,9:43,17:59,59
2017-03-25,kuba,10:58,18:21,115
2017-03-25,slodki,18:23,22:22,141
2017-03-26,kuba,13:50,15:56,119
2017-03-26,slodki,16:40,17:00,21
2017-03-26,basia,21:43,21:43,1
2017-03-27,slodki,9:29,9:32,4
2017-03-27,kuba,15:25,17:24,120
2017-03-27,basia,21:07,23:07,120
2017-03-28,kuba,13:02,15:01,120
2017-03-28,slodki,20:13,20:51,36
2017-03-28,basia,8:22,21:50,44
2017-03-29,kuba,17:31,19:49,112
2017-03-29,slodki,9:20,21:45,115
2017-03-29,basia,7:36,22:30,116
2017-03-30,kuba,14:26,16:39,120
2017-03-30,basia,16:37,18:05,9
2017-03-30,slodki,9:11,21:33,247
2017-03-31,kuba,14:39,16:47,120
2017-03-31,slodki,18:42,22:20,219
2017-04-01,basia,16:14,18:06,113
2017-04-01,slodki,9:56,20:14,249
2017-04-01,kuba,13:00,21:11,117
2017-04-02,slodki,10:48,18:23,425
2017-04-02,basia,20:43,21:14,32
2017-04-02,kuba,18:24,22:02,92
2017-04-03,slodki,8:45,10:19,94
2017-04-03,kuba,14:21,16:31,122
2017-04-03,basia,18:39,20:02,84
2017-04-04,kuba,14:03,16:02,120
2017-04-04,slodki,20:11,20:15,5
2017-04-04,basia,21:10,21:45,36
2017-04-05,kuba,7:34,18:20,120
2017-04-05,slodki,8:49,21:08,138
2017-04-05,basia,7:16,21:58,43
2017-04-06,kuba,17:45,19:50,110
2017-04-06,basia,16:03,20:50,120
2017-04-07,kuba,19:43,21:42,120
2017-04-07,basia,13:13,21:54,72
2017-04-08,basia,10:10,15:33,22
2017-04-08,kuba,15:37,17:57,121
2017-04-08,slodki,17:58,22:56,190
2017-04-09,slodki,12:48,14:46,103
